  I     	  II     	  LV     	  LV'		  PW     	  PW'		
-90.94   	-469.06   	116.44   	-473.04		  6.08   	  -5.09		
-95.83   	-582.89   	114.55   	-544.25		  6.06   	  -5.09		
-98.57   	-370.18   	112.37   	-584.94		  6.04   	   0.00		
-97.96   	150.45   	110.03   	-615.46		  6.04   	   0.00		
-94.91   	767.52   	107.57   	-635.81		  6.04   	   0.00		
-91.55   	1195.98   	105.03   	-640.89		  6.04   	   0.00		
-89.11   	1252.14   	102.46   	-656.15		  6.04   	   0.00		
-86.98   	930.79   	 99.84   	-666.32		  6.04   	   0.00		
-84.53   	327.15   	 97.17   	-701.93		  6.04   	   0.00		
-81.48   	-440.98   	 94.36   	-727.36		  6.04   	  -5.09		
-78.13   	-1204.53   	 91.45   	-773.14		  6.02   	  -5.09		
-75.38   	-1744.38   	 88.36   	-824.00		  6.00   	 -10.17		
-74.46   	-1908.57   	 85.07   	-895.22		  5.96   	 -10.17		
-75.07   	-1740.42   	 81.48   	-991.86		  5.92   	 -15.26		
-77.51   	-1486.51   	 77.52   	-1103.76		  5.86   	 -20.35		
-80.26   	-1440.73   	 73.10   	-1225.83		  5.78   	 -25.43		
-82.09   	-1682.13   	 68.20   	-1347.91		  5.68   	 -20.35		
-82.09   	-2035.22   	 62.81   	-1444.55		  5.60   	 -15.26		
-80.26   	-2245.79   	 57.03   	-1505.59		  5.53   	 -15.26		
-77.21   	-2177.12   	 51.01   	-1500.50		  5.47   	   0.00		
-74.16   	-1891.17   	 45.00   	-1444.55		  5.47   	  15.26		
-71.41   	-1584.47   	 39.23   	-1322.48		  5.53   	  30.52		
-69.89   	-1483.76   	 33.94   	-1164.80		  5.66   	  40.69		
-70.19   	-1691.89   	 29.28   	-976.60		  5.82   	  50.86		
-72.02   	-2135.62   	 25.37   	-788.40		  6.02   	  61.04		
-74.46   	-2654.11   	 22.22   	-635.81		  6.27   	  61.04		
-76.90   	-3009.95   	 19.67   	-513.73		  6.51   	  61.04		
-78.74   	-3017.58   	 17.62   	-437.43		  6.75   	  55.95		
-79.35   	-2724.91   	 15.87   	-401.83		  6.98   	  45.78		
-79.35   	-2420.96   	 14.26   	-391.66		  7.16   	  45.78		
-78.74   	-2389.53   	 12.70   	-396.74		  7.34   	  40.69		
-78.43   	-2712.71   	 11.11   	-401.83		  7.51   	  35.61		
-78.43   	-3328.25   	  9.50   	-391.66		  7.65   	  35.61		
-79.65   	-4046.94   	  7.93   	-366.22		  7.79   	  35.61		
-81.48   	-4530.64   	  6.47   	-320.45		  7.93   	  35.61		
-83.31   	-4501.95   	  5.19   	-259.41		  8.08   	  35.61		
-84.23   	-3885.50   	  4.15   	-193.29		  8.22   	  35.61		
-83.92   	-2763.06   	  3.38   	-122.07		  8.36   	  35.61		
-83.01   	-1491.70   	  2.89   	 -61.04		  8.50   	  25.43		
-81.48   	-606.69   	  2.64   	  -5.09		  8.61   	  20.35		
-79.65   	-421.45   	  2.62(D)	  30.52		  8.69   	  15.26		
-77.51   	-763.55   	  2.75   	  50.86		  8.75   	  15.26		
-75.38   	-1152.04   	  2.95   	  61.04		  8.81   	   5.09		
-74.16   	-1200.26   	  3.19   	  55.95		  8.83   	   0.00		
-74.77   	-831.60   	  3.42   	  45.78		  8.83(A)	   0.00		
-77.21   	-412.90   	  3.60   	  35.61		  8.83   	 -10.17		
-80.57   	-460.51   	  3.74   	  35.61		  8.79   	 -10.17		
-83.01   	-1137.39   	  3.89   	  35.61		  8.75   	 -15.26		
-83.62   	-2172.85   	  4.03   	  45.78		  8.69   	 -10.17		
-82.40   	-3085.94   	  4.21   	  66.12		  8.65   	 -10.17		
-78.74   	-3506.47   	  4.48   	  81.38		  8.61   	   0.00		
-72.02   	-3412.78   	  4.80   	 101.73		  8.61   	   0.00		
-62.87   	-3004.76   	  5.21   	 116.99		  8.61   	   5.09		
-52.49   	-2489.62   	  5.68   	 127.16		  8.63   	  10.17		
-44.25   	-1986.08   	  6.19   	 122.07		  8.67   	   5.09		
-39.98   	-1493.84   	  6.67   	 116.99		  8.69   	   0.00		
-38.76   	-1072.39   	  7.14   	 106.82		  8.69   	 -10.17		
-36.62   	-830.38   	  7.57   	  86.47		  8.65   	 -20.35		
-31.74   	-776.06   	  7.91   	  71.21		  8.57   	 -45.78		
-24.72   	-906.07   	  8.20   	  55.95		  8.38   	 -55.95		
-19.53   	-1195.07   	  8.42   	  50.86		  8.16   	 -61.04		
-18.92   	-1544.19   	  8.63   	  45.78		  7.91   	 -71.21		
-21.67   	-1863.40   	  8.81   	  45.78		  7.63   	 -61.04		
-23.80   	-2102.36   	  8.99   	  50.86		  7.39   	 -61.04		
-21.97   	-2244.26   	  9.20   	  50.86		  7.14   	 -40.69		
-15.56   	-2294.92   	  9.40   	  61.04		  6.98   	 -30.52		
 -7.32   	-2294.01   	  9.64   	  55.95		  6.86   	 -20.35		
 -0.92   	-2277.53   	  9.87   	  61.04		  6.78   	  -5.09		
  3.05   	-2177.73   	 10.11   	  55.95		  6.75   	   0.00		
  4.27   	-1924.74   	 10.34   	  50.86		  6.75   	   5.09		
  2.75   	-1607.06   	 10.54   	  50.86		  6.78   	   5.09		
 -2.75   	-1392.52   	 10.74   	  40.69		  6.80   	   5.09		
-13.43   	-1397.71   	 10.91   	  35.61		  6.82   	  -5.09		
-30.52   	-1647.95   	 11.05   	  30.52		  6.80   	 -10.17		
-51.57   	-1990.36   	 11.17   	  25.43		  6.75   	 -10.17		
-72.63   	-2145.39   	 11.27   	  20.35		  6.71   	 -20.35		
-89.72   	-1951.29   	 11.35   	  10.17		  6.63   	 -20.35		
-98.88   	-1492.61   	 11.39   	  10.17		  6.55   	 -25.43		
-100.40   	-1022.95   	 11.43   	   5.09		  6.45   	 -15.26		
-97.05   	-804.75   	 11.45   	  -5.09		  6.39   	 -10.17		
-92.77   	-989.38   	 11.43   	 -15.26		  6.35   	   0.00		
-90.33   	-1574.10   	 11.37   	 -25.43		  6.35   	  20.35		
-90.03   	-2406.92   	 11.27   	 -40.69		  6.43   	  25.43		
-90.33   	-3256.23   	 11.11   	 -45.78		  6.53   	  40.69		
-90.33   	-3852.23   	 10.93   	 -55.95		  6.69   	  45.78		
-89.42   	-3999.33   	 10.70   	 -66.12		  6.88   	  40.69		
-88.20   	-3660.89   	 10.44   	 -71.21		  7.04   	  35.61		
-87.28   	-2949.22   	 10.15   	 -76.30		  7.18   	  25.43		
-87.28   	-2127.99   	  9.85   	 -66.12		  7.28   	  20.35		
-88.20   	-1520.39   	  9.58   	 -66.12		  7.37   	   5.09		
-89.72   	-1332.70   	  9.32   	 -61.04		  7.39   	   0.00		
-92.77   	-1581.42   	  9.07   	 -50.86		  7.39   	   0.00		
-98.57   	-2127.99   	  8.87   	 -40.69		  7.39   	  -5.09		
-109.56   	-2706.30   	  8.71   	 -30.52		  7.37   	 -10.17		
-126.95   	-3023.38   	  8.59   	 -25.43		  7.32   	 -10.17		
-148.62   	-3002.62   	  8.48   	 -15.26		  7.28   	 -10.17		
-170.29   	-2763.67   	  8.42   	 -15.26		  7.24   	 -20.35		
-185.24   	-2414.25   	  8.36   	   0.00		  7.16   	 -15.26		
-185.85   	-1994.02   	  8.36   	   0.00		  7.10   	 -15.26		
-160.22   	-1560.06   	  8.36   	  10.17		  7.04   	 -10.17		
-94.30   	-1211.24   	  8.40   	  15.26		  7.00   	 -10.17		
 21.06   	-1069.64   	  8.46   	  25.43		  6.96   	   0.00		
181.88   	-1189.27   	  8.57   	  30.52		  6.96   	   5.09		
361.33   	-1476.75   	  8.69   	  45.78		  6.98   	  10.17		
503.85   	-1750.79   	  8.87   	  45.78		  7.02   	  15.26		
547.49   	-1892.40   	  9.05   	  61.04		  7.08   	  20.35		
462.65   	-1932.07   	  9.30   	  71.21		  7.16   	  15.26		
279.24   	-1983.64   	  9.58   	  76.30		  7.22   	  15.26		
 79.35   	-2103.58   	  9.89   	  91.56		  7.28   	  10.17		
-46.39   	-2250.06   	 10.25   	 111.90		  7.32   	   0.00		
-58.59   	-2336.73   	 10.70   	 127.16		  7.32   	  -5.09		
  8.85   	-2280.88   	 11.21   	 162.77		  7.30   	 -15.26		
 83.92   	-2059.94   	 11.86   	 188.20		  7.24   	 -20.35		
111.39   	-1731.57   	 12.61   	 228.89		  7.16   	 -20.35		
 82.40   	-1399.84   	 13.53   	 279.75		  7.08   	 -20.35		
 24.72   	-1148.07   	 14.65   	 330.62		  7.00   	 -15.26		
-27.77   	-991.52   	 15.97   	 401.83		  6.94   	 -10.17		
-57.07   	-912.48   	 17.58   	 473.04		  6.90   	   5.09		
-61.65   	-921.33   	 19.47   	 549.34		  6.92   	  25.43		
-49.13   	-1096.50   	 21.67   	 625.63		  7.02   	  55.95		
-30.82   	-1530.15   	 24.17   	 691.76		  7.24   	  81.38		
-17.09   	-2209.47   	 26.94   	 752.79		  7.57   	  96.64		
-13.73   	-2944.95   	 29.95   	 798.57		  7.96   	 111.90		
-18.31   	-3413.70   	 33.14   	 834.18		  8.40   	  96.64		
-24.11   	-3322.75   	 36.48   	 864.70		  8.79   	  66.12		
-24.72   	-2626.95   	 39.94   	 900.30		  9.05   	  35.61		
-20.45   	-1636.35   	 43.54   	 946.08		  9.20(V)	   0.00		
-14.65   	-849.00   	 47.32   	1002.03		  9.20   	 -20.35		
-10.07   	-661.93   	 51.33   	1078.33		  9.11   	 -35.61		
 -7.02   	-1130.68   	 55.65   	1144.45		  8.97   	 -40.69		
 -4.88   	-1932.98   	 60.22   	1200.40		  8.81   	 -30.52		
 -2.75   	-2612.00   	 65.03   	1225.83		  8.69   	 -25.43		
 -0.31   	-2902.22   	 69.93   	1210.58		  8.59   	 -15.26		
  4.27   	-2880.55   	 74.77   	1159.71		  8.52   	  -5.09		
 10.99   	-2774.05   	 79.41   	1078.33		  8.50   	   0.00		
 18.92   	-2717.29   	 83.72   	 971.51		  8.50   	  10.17		
 26.86   	-2703.86   	 87.61   	 874.87		  8.55   	   5.09		
 32.96   	-2660.22   	 91.11   	 773.14		  8.57   	  10.17		
 37.84   	-2569.28   	 94.20   	 701.93		  8.61   	   5.09		
 41.81   	-2496.34   	 97.01   	 651.07		  8.63   	  -5.09		
 46.08   	-2460.02   	 99.61   	 620.55		  8.61   	  -5.09		
 51.27   	-2423.10   	102.10   	 600.20		  8.59   	  -5.09		
 58.59   	-2420.65   	104.50   	 600.20		  8.57   	 -10.17		
 67.44   	-2522.58   	106.90   	 595.11		  8.52   	 -10.17		
 78.13   	-2758.18   	109.28   	 584.94		  8.48   	 -10.17		
 89.72   	-3011.78   	111.62   	 554.42		  8.44   	  -5.09		
101.93   	-2970.28   	113.83   	 513.73		  8.42   	   0.00		
113.83   	-2411.80   	115.89   	 457.78		  8.42   	   0.00		
125.73   	-1460.27   	117.72   	 396.74		  8.42   	   0.00		
138.24   	-521.85   	119.31   	 330.62		  8.42   	   0.00		
150.76   	 32.04   	120.63   	 274.67		  8.42   	  -5.09		
163.88   	117.19   	121.73   	 233.98		  8.40   	  -5.09		
177.31   	-84.23   	122.66   	 203.46		  8.38   	 -10.17		
190.73   	-283.81   	123.48   	 183.11		  8.34   	 -10.17		
203.25   	-320.43   	124.21   	 183.11		  8.30   	 -10.17		
214.84   	-228.27   	124.94   	 193.29		  8.26   	 -15.26		
225.22   	-90.94   	125.72   	 208.54		  8.20   	 -15.26		
233.46   	 18.62   	126.55   	 218.72		  8.14   	 -15.26		
239.56   	101.62   	127.43   	 223.80		  8.08   	 -15.26		
242.61   	159.30   	128.32   	 208.54		  8.02   	 -20.35		
241.39   	132.45   	129.16   	 167.85		  7.93   	 -15.26		
235.29   	-25.94   	129.83   	 122.07		  7.87   	 -20.35		
224.00   	-308.84   	130.31   	  55.95		  7.79   	 -20.35		
207.82   	-652.47   	130.54   	  N/A		  7.71   	  N/A		
